"id","item_name","short_description","item_tags","created_at"
"2037","Strategy Room Sign","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2038","Strategy Table","","[""Items.Consumables.BuildableSets"",""LootTier.6"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2039","Stravidium Fiber","Refined from stravidium mass.","[""Items.RefinedResources.Support"",""LootTier.6""]","2026-02-25 21:38:24.494667+00"
"2040","Stravidium Mass","Refine in a Chemical Refinery.","[""Items.RawResources.Support"",""LootTier.6""]","2026-02-25 21:38:24.494667+00"
"2041","Stress Test","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2042","Sub-Leader Key","Sub-Leader Key","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2043","Sub-Leader Key","Sub-Leader Key.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2044","Surveillance Report","A hand-written set of notes on Harkonnen battle phrases","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2045","Survey Probe","Probe to load the Survey Probe Launcher with.","[""Items.Holsters.CartographyTools"",""LootTier.1"",""Loot.Fremen"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2046","Survey Probe (Tier 1) Schematic","Survey Probe Short Desc","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2047","Survey Probe Launcher","Launches Survey Probe to map an area.","[""Items.Holsters.CartographyTools"",""LootTier.1"",""Loot.Fremen"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2048","Survey Probe Launcher Schematic","Survey Probe Launcher Short Desc","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2049","Suspensor Belt Schematic","Schematic for aSuspensor Belt","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2051","Suspicious Message","A message bearing the Harkonnen Seal.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2052","Swordmaster Armor Set","Armor Container.","[""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2053","Swordmaster Heavy Armor Set Schematic","A schematic set for the Swordmaster Unique Armor","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2054","Swordmasters Boots","A Unique Swordmaster Armor Boots.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2055","Swordmasters Gauntlets","A Unique Swordmaster Armor Gauntlets.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2056","Swordmasters Helm","A Unique Swordmaster Armor Helmet.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2057","Swordmasters Leggings","A Unique Swordmaster Armor Leggings.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2058","Swordmasters Tunic","A Unique Swordmaster Armor Chest.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2059","Syndicate Boots","Boots worn by Syndicate Mercenaries.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2060","Syndicate Boots Schematic","Schematic for boots worn by Syndicate Mercenaries.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2061","Syndicate Chestplate","A chestplate worn by Syndicate Mercenaries.","[""Items.Clothes.ScoutArmor.Torso"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2062","Syndicate Chestplate Schematic","Schematic for a chestplate worn by Syndicate Mercenaries.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2063","Syndicate Contract","A note ordering a hit on 'a person of interest'.","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2064","Syndicate Gauntlets","Gauntlets worn by Syndicate Mercenaries.","[""Items.Clothes.ScoutArmor.Hands"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2065","Syndicate Gauntlets Schematic","Schematic for gauntlets worn by Syndicate Mercenaries.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2066","Syndicate Helmet","A helmet worn by Syndicate Mercenaries.","[""Items.Clothes.ScoutArmor.Head"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2067","Syndicate Helmet Schematic","Schematic for a helmet worn by Syndicate Mercenaries.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2068","Syndicate Impaler","A modified scattergun that converts darts to shrapnel.","[""Items.Holsters.RangedWeapons.Light.Shotgun"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2069","Syndicate Impaler Schematic","Schematic for a modified scattergun that converts darts to shrapnel.","[""Items.Schematics.RangedWeapons.Light.Shotgun"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2070","Syndicate Pants","Pants worn by Syndicate Mercenaries.","[""Items.Clothes.ScoutArmor.Legs"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2071","Syndicate Pants Schematic","Schematic for pants worn by Syndicate Mercenaries.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2072","Ta'lab Softstep Boots","A pair of boots that decrease vibrations.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.3"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2073","Ta'lab Softstep Boots Schematic","Schematic for a pair of boots that decrease vibrations.","[""Items.Schematics.Clothes.ScoutArmor"",""LootTier.3"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2074","Table","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2075","Tabr Softstep Boots","A pair of boots that decrease vibrations.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2076","Tabr Softstep Boots Schematic","Schematic for a pair of boots that decrease vibrations.","[""Items.Schematics.Clothes.ScoutArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2077","Tainted Spice","","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2078","Tank Booster Schematic","Schematic for a Tank Booster","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2079","Tank Chassis 7","Defines the fuel capacity of the vehicle.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2080","Tank Cockpit 7","Comes with a driver seat.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2081","Tank Cockpit Schematic","Cockpit for the CHOAM Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2082","Tank Dart Gun 7","Adds a projectile weapon to the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2083","Tank Engine 7","Defines the acceleration and speed of the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2084","Tank Engine Schematic","Schematic for a Tank Engine","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2085","Tank Flamethrower 7","Adds a flamethrower to the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2086","Tank Flamethrower Schematic","Flamethrower for the CHOAM Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2087","Tank Heavy Dart Cannon Schematic","Heavy dart cannon for the CHOAM Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2088","Tank Hull 7","Comes with a gunner seat and two passenger seats.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2089","Tank Inventory 7","Adds inventory space to the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2090","Tank Light Dart Repeater Schematic","Light dart repeater for the CHOAM Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2091","Tank Miniature","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2092","Tank Power Supply Unit 7","Defines power efficiency and controls temperature.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2093","Tank PSU Schematic","Schematic for a Tank Power Supply Unit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2094","Tank Shield","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2095","Tank Storage Unit Schematic","Schematic for a Tank Storage Unit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2096","Tank Tread 7","Defines the grip of the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2097","Tank Turbo Boost 7","Adds a turbo boost ability to the Tank.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2098","Tank Turret Hull Schematic","Turret hull for the CHOAM Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2099","Tank Turret Module Schematic","Learnable Schematic","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2100","Tank Schematic","Schematic for a Tank","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2101","Taqwa's Double","A modified maula pistol that shoots two darts at once.","[""Items.Holsters.RangedWeapons.Light.Pistol"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2102","Taqwa's Double Schematic","Schematic for a modified Maula Pistol that shoots two darts at once in bursts.","[""Items.Schematics.RangedWeapons.Light.Pistol"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2103","Tarl Cutteray","An industrial cutteray tuned for better yields.","[""Items.Holsters.GatheringTools.Cutteray"",""LootTier.5"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2104","Tarl Cutteray Schematic","Schematic for an industrial cutteray tuned for better yields.","[""Items.Schematics.GatheringTools.Cutteray"",""LootTier.5"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"2105","Tarl Softstep Boots","A pair of boots that decrease vibrations.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2106","Tarl Softstep Boots Schematic","Schematic for a pair of boots that decrease vibrations.","[""Items.Schematics.Clothes.ScoutArmor"",""LootTier.5"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2107","Terrarium of Muad’dib","A terrarium containing a live muad'dib","[""Items.Consumables.BuildableSets"",""LootTier.1"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2108","Test Contract","Test Short Description","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2109","TEST Phase3 Item Schematic","Item to craft for Phase 3 of March playtest","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2110","The Ancient Way","An ancient missile launcher with tracking missiles.","[""Items.Holsters.RangedWeapons.Heavy.RocketLauncher"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2111","The Ancient Way Schematic","Schematic for an ancient missile launcher with tracking missiles.","[""Items.Schematics.RangedWeapons.Exotic"",""LootTier.6"",""Rarity.Rare"",""LootPool.5""]","2026-02-25 21:38:24.494667+00"
"2112","The Baron's Bloodbag","A bloodbag with an extra high capacity for blood.","[""Items.Holsters.HydrationTools"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2113","The Baron's Bloodbag Schematic","Schematic for a bloodbag with an extra high capacity.","[""Items.Schematics.HydrationTools"",""LootTier.6"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"2114","The Emperor's Wings Mk1","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.1"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2115","The Emperor's Wings Mk1 Schematic","Schematic for a suspensor belt that allows temporary gravity negation.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.1"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2116","The Emperor's Wings Mk2","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.2"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2117","The Emperor's Wings Mk2 Schematic","Cruise smoothly through the air.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.2"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2118","The Emperor's Wings Mk3","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.3"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2119","The Emperor's Wings Mk3 Schematic","Cruise smoothly through the air.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.3"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2120","The Emperor's Wings Mk4","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.4"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2121","The Emperor's Wings Mk4 Schematic","Cruise smoothly through the air.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.4"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2122","The Emperor's Wings Mk5","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.5"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2123","The Emperor's Wings Mk5 Schematic","Cruise smoothly through the air.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.5"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2124","The Emperor's Wings Mk6","A suspensor belt that allows temporary gravity negation.","[""Items.Holsters.UtilityTools.Suspensor"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2125","The Emperor's Wings Mk6 Schematic","Cruise smoothly through the air.","[""Items.Schematics.UtilityTools.Suspensor"",""LootTier.6"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"2126","The First Knife","","[]","2026-02-25 21:38:24.494667+00"
"2127","Pre-Beta Rapier","","[]","2026-02-25 21:38:24.494667+00"
"2128","The Forge Boots","A pair of boots hardened against heat.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2129","The Forge Boots Schematic","Schematic for a pair of boots hardened against heat.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2130","The Forge Chestpiece","A chestpiece hardened against heat.","[""Items.Clothes.ScoutArmor.Torso"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2131","The Forge Chestpiece Schematic","Schematic for a chestpiece hardened against heat.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2132","The Forge Gloves","A pair of gloves hardened against heat.","[""Items.Clothes.ScoutArmor.Hands"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2133","The Forge Gloves Schematic","Schematic for a pair of gloves hardened against heat.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2134","The Forge Helmet","A helmet hardened against heat.","[""Items.Clothes.ScoutArmor.Head"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2135","The Forge Helmet Schematic","Schematic for a helmet hardened against heat.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2136","The Forge Pants","A pair of pants hardened against heat.","[""Items.Clothes.ScoutArmor.Legs"",""LootTier.6"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2137","The Forge Pants Schematic","Schematic for a pair of pants hardened against heat.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.6"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2138","The Glutton's Hook","A blade in the shape of a hook.","[""Items.Holsters.MeleeWeapons.Knife"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Rarity.Memento""]","2026-02-25 21:38:24.494667+00"
"2139","The Guerilla in the Desert","A Sandflies Training Manual","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2140","The Jackal's Blindfold","Light-weight armor.","[""Items.Clothes.ScoutArmor.Head"",""Rarity.Memento"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"2141","The Mahdi's Blade","Fremen religious text found in the Hagga Basin","[""Items.ExcludeFromExchange"",""Items.ExcludeFromLootSystem"",""Items.Contract"",""Contract.Target.Item""]","2026-02-25 21:38:24.494667+00"
"2142","The Mahdi's Blade","Religious text found in the Imperial Basin.","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2143","The Man in the Shadows","Gavril Shigov","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2144","The Red Scorpion","A propaganda pamphlet.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"2145","The Tapper","A modified battle rifle that fires explosive darts.","[""Items.Holsters.RangedWeapons.Light.Rifle.BattleRifle"",""LootTier.3"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"2146","The Tapper Schematic","Schematic for a modified battle rifle that fires explosive darts.","[""Items.Schematics.RangedWeapons.Light.Rifle"",""LootTier.3"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"2147","Thermo-Responsive Ray Amplifier","A crafting component found in the Deep Desert.","[""Items.CraftedResources"",""LootTier.6"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2148","Thermo-Responsive Ray Amplifier Schematic","N/A","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2149","Thermoelectric Cooler","A crafting component found on the Deep Desert Shield Wall.","[""Items.CraftedResources"",""LootTier.5"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"2150","Thick Armor Plating","A fabrication component found in loot","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2151","Thopter G-Suit Boots","An ornithopter pilot's boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2152","Thopter G-Suit Gloves","An ornithopter pilot's gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2153","Thopter G-Suit Helmet","An ornithopter pilot's helmet","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2154","Thopter G-Suit Jacket","An ornithopter pilot's g-suit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"2155","Thopter G-Suit Pants","An ornithopter pilot's g-suit","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
